,type_,address,area,metro_station,metro_line,date,update_date,floor,full_floor,price
887,2-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,7858806
1462,3-комн.кв.,", 1",6.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:32",14,17,8328019
423,2-комн.кв.,"Нарвская ул, 1Ак2",50.0,Водный стадион м.,green,Размещено 26 января,26 марта,8,17,17200000
939,2-комн.кв.,"Радужная ул, 4",44.0,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:40",12,12,6759063
1228,3-комн.кв.,", 1",54.0,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",11,17,7576178
35,2-комн.кв.,"Расковой ул, 33 1",35.0,Савеловская м.,Ветка не указана,"сегодня, 16:24","сегодня, 16:24",3,5,13500000
644,2-комн.кв.,", 3",44.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:27",3,17,9480138
919,1-комн.кв.,"Радужная ул, 4",33.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6516416
1161,2-комн.кв.,", 1к1",59.0,Станция не указана,Ветка не указана,Размещено 5 февраля,"сегодня, 00:38",18,28,11539132
1264,2-комн.кв.,", 3",35.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:40",13,17,5665493
1176,3-комн.кв.,"Недорубова ул, 32",90.0,Некрасовка м.,purpledark,Размещено 1 февраля,"сегодня, 00:15",3,17,17459223
662,2-комн.кв.,", 1",55.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:13",14,17,11363996
1188,1-комн.кв.,", 1к1",9.0,Станция не указана,Ветка не указана,Размещено 29 января,30 марта,5,28,7357837
589,2-комн.кв.,", 7",47.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:13",7,17,9375356
1051,2-комн.кв.,", 1к1",55.0,Станция не указана,Ветка не указана,Размещено 24 февраля,"сегодня, 00:40",8,28,11397154
1111,3-комн.кв.,", 1к1",71.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",27,28,15332857
1570,1-комн.кв.,"Камова ул, д.7к1",34.0,Станция не указана,Ветка не указана,Размещено 20 ноября 2021,"сегодня, 00:11",6,17,5152156
995,1-комн.кв.,"Радужная ул, 4",3.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:39",9,12,6493047
753,3-комн.кв.,", 3",56.0,Станция не указана,Ветка не указана,Размещено 10 марта,"сегодня, 00:26",7,17,8447531
56,2-комн.кв.,"Попутная ул, 5",43.0,Лухмановская м.,purpledark,Размещено 04 июля 2018,26 марта,5,5,7500000
1317,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",14,15,8585837
100,3-комн.кв.,"Дегунинская ул, 10к1",77.0,Селигерская м.,lightgreen,Размещено 24 октября 2021,26 марта,10,22,22500000
17,1-комн.кв.,"Зеленодольская ул, 31 1",60.0,Кузьминки м.,purple,Размещено 25 марта,28 марта,7,24,16700000
131,3-комн.кв.,"Балаклавский пр-кт, 15B",110.0,Чертановская м.,gray,Размещено 25 января,"сегодня, 10:39",7,25,26800000
241,1-комн.кв.,"Академика Капицы ул, 34/121",38.0,Коньково м.,orange,Размещено 15 января,"сегодня, 10:39",3,17,14500000
123,2-комн.кв.,"Микрорайон мкр, 20",50.0,Станция не указана,Ветка не указана,Размещено 19 февраля,26 марта,3,3,3550000
1345,2-комн.кв.,", 1",55.0,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",4,15,9465971
298,2-комн.кв.,"Бобруйская ул, 22к2",47.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 10:39",2,14,15000000
1452,3-комн.кв.,", 3",55.0,Станция не указана,Ветка не указана,Размещено 17 декабря 2021,"сегодня, 00:14",15,17,11215626
203,2-комн.кв.,"Фестивальная ул, 22к4",64.0,Речной вокзал м.,Ветка не указана,Размещено 27 февраля,"сегодня, 10:39",10,12,17500000
1150,3-комн.кв.,", 1к1",71.0,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",18,28,14703409
1411,1-комн.кв.,", 1",7.0,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:29",10,17,5097684
210,2-комн.кв.,"Колпакова, 5/25",54.0,Медведково м.,orange,Размещено 21 февраля,26 марта,2,2,10000000
1389,1-комн.кв.,"Недорубова ул, 32",38.0,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:30",10,19,10417226
505,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",4.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",9,11,6705069
227,3-комн.кв.,"Профсоюзная ул, 79",60.0,Беляево м.,orange,Размещено 3 февраля,"сегодня, 10:39",9,9,16300000
803,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",40.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:21",2,15,8450322
295,2-комн.кв.,"Рязанский пр-кт, 76/2",51.0,Юго-Восточная м.,purpledark,Размещено 26 марта,27 марта,9,12,13260000
1413,3-комн.кв.,", 3",59.0,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:26",13,17,11253256
159,3-комн.кв.,"Фрунзенская наб, 36/2",91.0,Фрунзенская м.,Ветка не указана,Размещено 23 марта,"сегодня, 10:39",4,9,65000000
913,2-комн.кв.,", 1к1",55.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:40",22,28,11694353
195,3-комн.кв.,"Болотниковская ул, 20",80.0,Каховская м.,turquoise,Размещено 3 марта,"сегодня, 10:39",5,5,23999000
742,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",48.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:09",3,13,13431107
988,3-комн.кв.,"Радужная ул, 4",78.0,Станция не указана,Ветка не указана,Размещено 19 февраля,"сегодня, 00:39",8,11,9253158
958,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:39",8,12,6597652
43,2-комн.кв.,"Байкальская ул, 35  4",76.0,Щелковская м.,blue,Размещено 14 февраля,15 февраля,11,11,21000000
524,2-комн.кв.,", 1к1",55.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:17",24,28,11773992
558,1-комн.кв.,", 1",35.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:39",4,10,8036546
333,1-комн.кв.,"Левобережная ул, 4к9",36.0,Беломорская м.,green,Размещено 18 марта,"сегодня, 10:39",1,19,11190000
1118,3-комн.кв.,", 1",58.0,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:40",12,17,7867966
577,2-комн.кв.,", 1к1",55.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:22",12,28,11640160
1285,2-комн.кв.,", 1к1",50.0,Станция не указана,Ветка не указана,Размещено 4 февраля,"сегодня, 00:15",21,28,11091216
618,2-комн.кв.,"Радужная ул, 4",34.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:39",6,12,6520592
1049,2-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 15 февраля,"сегодня, 00:39",9,12,7839978
